N_LINHA,N_CATEGORIA,N_PRODUTO,QTD_ITEM,V_VENDA,V_CUSTO_VENDA,V_PERC_MARGEM_T,CLASSIFICACAO
1,1,1,6.0,324.39,2.3,0.9202,DB
1,1,3,35.0,850.0,2.3,0.9079999999999999,DB
1,2,2,24.0,500.0,2.3,0.89,DB
1,1,1,12000.0,4200.0,60.0,0.3906,EB
1,1,3,300.0,3265.8,60.0,0.5122,BB
2,1,2,100.0,920.0,2.3,0.5646,DB
1,2,4,115.0,1267.45,2.3,0.6248,DB
1,3,7,598.0,9566.1,260.0,0.5075,AB
1,1,1,168.0,1659.84,2.3,0.2001,FB
1,1,2,348.0,3198.84,60.0,0.1949,FB
3,3,3,972.0,2121.96,2.3,0.5302,CB
2,6,6,9.0,63.21,2.3,0.5513,DA
1,3,4,138.0,1396.38,2.3,0.5787,DB
3,2,4,39.0,347.1,2.3,0.5566,DB
1,2,6,516.0,4678.44,60.0,0.2997,FB
1,3,3,86.0,1532.1,2.3,0.4493,EB
1,1,1,1008.0,1864.8,2.3,0.5172,CB
4,5,9,69.0,566.18,2.3,0.5795,DA
1,2,5,218.0,2867.08,60.0,0.5579,BB
2,4,6,288.0,3015.12,60.0,0.5742,BA
4,3,8,51.0,491.06,2.3,0.5644,DA
1,1,3,636.0,4168.56,60.0,0.2238,FB
3,2,4,123.0,1130.43,2.3,0.5366,DB
4,3,4,39.0,388.89,2.3,0.5334,DB
2,1,3,27.0,208.5,2.3,0.4863,EA
4,3,4,24.0,204.67,2.3,0.6543,DB
3,4,6,43.0,460.99,2.3,0.5734,DA
1,12,41,12840.0,92672.99,1280.0,0.4156,EB
5,6,13,117.0,1275.52,2.3,0.5920000000000001,DA
1,1,2,780.0,5055.84,60.0,0.4118,EB
1,1,1,2016.0,3628.8,60.0,0.4885,EB
3,5,6,76.0,935.61,2.3,0.5839,DA
1,1,3,96.0,2695.04,60.0,0.6061,BB
1,1,7,28.0,690.28,2.3,0.7998,DB
2,1,3,42.0,388.8,2.3,0.5484,DB
1,1,1,2.0,48.3,2.3,0.6429,DB
2,2,3,118.0,1049.3,2.3,0.5318,DB
1,5,5,5.0,38.78,2.3,0.4409,EA
1,1,1,28.0,4897.48,60.0,0.6886,BB
1,1,2,480.0,2352.0,2.3,0.7422,CB
1,1,1,8.0,724.32,2.3,0.6073,DB
3,1,4,40.0,319.0,2.3,0.5816,DB
1,2,2,6.0,25.24,2.3,0.5618,DB
3,5,6,26.0,216.86,2.3,0.6423,DA
1,1,7,28.0,690.28,2.3,0.7998,DB
1,1,7,28.0,690.28,2.3,0.7998,DB
2,2,2,552.0,1576.8,2.3,0.6531,CB
1,1,1,3200.0,14400.0,260.0,0.4708,EB
1,1,1,30.0,231.9,2.3,0.7252,DB
3,3,4,852.0,5643.0,60.0,0.5247,AB
6,5,11,100.0,999.74,2.3,0.5686,DA
1,1,1,1500.0,6750.0,260.0,0.4749,EB
1,1,3,900.0,5310.0,60.0,0.5848,AB
5,5,9,44.0,461.64,2.3,0.6829,DA
2,3,4,268.0,2080.52,2.3,0.6803,CB
5,4,9,38.0,324.35,2.3,0.6099,DA
1,1,1,1200.0,2052.0,2.3,0.4781,EB
2,4,8,324.0,2486.64,2.3,0.5496,CA
1,1,1,5100.0,1479.0,2.3,0.47100000000000003,EA
3,4,6,25.0,308.6,2.3,0.6024,DA
4,5,8,91.0,849.69,2.3,0.5893,DA
4,5,8,35.0,394.2,2.3,0.6781,DA
3,4,7,2082.0,11069.88,260.0,0.7039,AA
4,3,9,25.0,300.3,2.3,0.6386,DA
1,1,3,30.0,800.0,2.3,0.9093,DB
2,4,11,3648.0,60183.9,1280.0,0.6332,AA
1,1,7,28.0,690.28,2.3,0.7998,DB
1,1,3,288.0,1520.52,2.3,0.2725,FB
6,7,15,105.0,1109.72,2.3,0.6241,DA
3,4,4,20.0,219.3,2.3,0.7636,DB
3,3,3,33.0,304.79,2.3,0.5193,DB
1,1,3,104.0,1683.8,2.3,0.6688,CB
3,2,7,54.0,539.72,2.3,0.6114,DB
1,1,3,224.0,2151.28,2.3,0.5382,CB
3,2,8,17.0,209.33,2.3,0.7108,DB
1,1,7,3048.0,24463.44,1280.0,0.2923,FB
2,1,4,6.0,130.42,2.3,0.4788,EA
1,1,2,552.0,3461.4,60.0,0.5388,BB
1,1,1,300.0,2490.0,2.3,0.6044,CB
2,2,6,118.0,1698.14,2.3,0.6798,CB
4,2,8,60.0,562.56,2.3,0.6154,DB
1,1,1,200.0,1854.0,2.3,0.6375,CB
1,1,4,1200.0,7680.0,260.0,0.5621,AB
2,3,14,876.0,2982.0,60.0,0.7038,BA
1,1,1,50.0,548.5,2.3,0.5508,DB
1,5,5,11.0,74.5,2.3,0.5438,DB
3,5,6,456.0,2197.92,2.3,0.617,CA
4,8,21,219.0,4894.81,60.0,0.6906,BA
2,1,5,636.0,3109.8,60.0,0.6576,BB
1,1,1,1500.0,10455.0,260.0,0.5052,AB
2,3,3,4.0,18.18,2.3,0.4516,EA
1,1,1,16.0,2046.4,2.3,0.5967,CB
1,1,2,840.0,18300.0,260.0,0.4507,EB
2,2,2,3008.0,10814.4,260.0,0.4676,EB
2,2,2,96.0,1964.88,2.3,0.6166,CB
1,1,1,9600.0,20640.0,1280.0,0.3341,EB
1,1,1,50.0,683.0,2.3,0.6479,DB
1,1,1,6000.0,2100.0,2.3,0.4049,EB
1,1,1,12.0,184.44,2.3,0.5882,DB
1,1,2,876.0,5132.16,60.0,0.5579,AB
1,1,1,252.0,1764.0,2.3,0.5308,CB
1,1,1,12.0,151.21,2.3,0.8945,DB
1,1,3,52.0,800.0,2.3,0.8958,DB
1,1,3,166.0,2627.28,2.3,0.6406,BB
4,8,51,10056.0,158416.2,1280.0,0.6084,AA
1,2,2,3.0,26.61,2.3,0.3705,EA
1,1,1,200.0,2194.0,2.3,0.6022,CB
1,1,1,396.0,6086.52,60.0,0.5767,AB
2,1,2,168.0,1574.16,2.3,0.5617,CB
1,1,2,52.0,2024.08,2.3,0.6242,CB
3,4,11,480.0,5370.12,60.0,0.4666,EB
1,2,4,22.0,500.0,2.3,0.8856,DB
1,1,1,204.0,2562.24,2.3,0.5104,BB
2,2,2,636.0,3340.8,60.0,0.5634,BB
1,1,2,20.0,685.56,2.3,0.6384,DB
1,1,3,160.0,2151.8,2.3,0.6488,CB
1,1,1,120.0,1424.4,2.3,0.4813,EA
1,1,2,64.0,2935.28,60.0,0.5955,BB
1,1,2,8.0,1831.33,2.3,0.5235,CB
1,1,5,124.0,4605.0,60.0,0.6104,BB
1,1,3,3.0,25.97,2.3,0.5325,DB
4,11,26,1274.0,9229.88,260.0,0.6295,AA
1,3,9,276.0,3675.12,60.0,0.7391,BB
1,1,1,1200.0,2160.0,2.3,0.5042,CB
2,9,34,228.0,2119.14,2.3,0.5127,CA
2,2,4,444.0,3205.72,60.0,0.5772,BB
2,2,3,824.0,2131.2,2.3,0.4993,EB
1,1,2,240.0,1492.8,2.3,0.5585,DB
2,2,3,108.0,1091.52,2.3,0.6941,DB
1,1,2,160.0,1708.36,2.3,0.6003,CB
1,1,2,3.0,230.71,2.3,0.741,DB
1,1,2,444.0,2907.48,60.0,0.5517,BB
1,6,8,13.0,55.59,2.3,0.4254,EA
2,6,12,572.0,8059.88,260.0,0.6442,AA
1,1,1,72.0,357.84,2.3,0.6035,DB
1,1,8,200.0,9412.08,260.0,0.5686,AB
2,2,2,252.0,675.84,2.3,0.6241,DB
1,1,1,1.0,212.48,2.3,0.5438,DB
1,1,1,300.0,1470.0,2.3,0.5291,DB
1,2,7,516.0,4378.92,60.0,0.45399999999999996,EB
1,1,1,156.0,1730.04,2.3,0.2548,FB
1,1,2,480.0,3393.6,60.0,0.5103,BB
1,2,4,44.0,2616.96,2.3,0.6443,BB
1,1,1,6000.0,27000.0,1280.0,0.4415,EB
1,1,1,600.0,2700.0,60.0,0.4667,EB
1,1,3,60.0,6761.44,260.0,0.5536,AB
3,14,73,624.0,6430.86,60.0,0.6142,AA
1,2,10,192.0,4286.6,60.0,0.6596,BB
1,1,5,600.0,5694.0,60.0,0.4838,EB
2,7,14,414.0,2602.74,2.3,0.5529999999999999,BA
1,2,3,4.0,55.24,2.3,0.7152,DB
1,1,3,66.0,1793.48,2.3,0.5972,CB
1,2,3,62.0,1530.34,2.3,0.5718,CB
1,1,1,156.0,1012.44,2.3,0.6627,DB
1,2,3,40.0,4014.24,60.0,0.5884,BB
1,1,2,16.0,1811.04,2.3,0.6132,CB
1,2,3,168.0,1825.44,2.3,0.4184,EB
4,3,4,21.0,284.08,2.3,0.6509,DB
1,2,3,666.0,6531.0,60.0,0.5429,AB
2,1,2,6.0,1268.5,2.3,0.6432,DB
1,1,1,100.0,1560.0,2.3,0.7229,CB
1,1,2,60.0,3454.04,60.0,0.6468,BB
1,3,4,200.0,2232.28,2.3,0.5833,CB
2,1,6,447.0,16746.84,260.0,0.5564,AB
4,2,9,132.0,1093.96,2.3,0.5845,DB
4,4,11,131.0,3034.72,60.0,0.6355,BA
1,2,2,68.0,1060.0,2.3,0.655,DB
2,2,2,2.0,22.11,2.3,-0.7083,FA
3,1,7,100.0,717.2,2.3,0.586,DB
1,1,1,500.0,3750.0,60.0,0.5375,BB
1,2,2,98.0,1242.24,2.3,0.7833,DB
1,1,3,20.0,1734.96,2.3,0.6211,CB
1,1,1,108.0,648.0,2.3,0.7066,DB
2,5,5,996.0,5208.4,60.0,0.6568,AA
1,1,3,200.0,1780.5,2.3,0.6104,CB
1,3,8,480.0,5277.24,60.0,0.4586,EB
1,1,1,30.0,119.7,2.3,0.5589,DB
5,3,7,126.0,1179.7,2.3,0.5446,DA
1,1,5,508.0,4804.6,60.0,0.5926,BB
1,9,33,246.0,2132.4,2.3,0.6138,CB
1,1,1,816.0,1509.6,2.3,0.5171,CB
1,1,1,1000.0,4500.0,60.0,0.4756,EB
1,1,1,2520.0,9324.0,260.0,0.754,AB
1,1,1,108.0,486.0,2.3,0.5209,DB
1,1,1,150.0,1645.5,2.3,0.5535,CB
2,3,4,188.0,1867.92,2.3,0.579,CB
1,1,1,50.0,8700.5,260.0,0.4735,EB
4,4,7,320.0,2944.96,60.0,0.6469,BA
1,2,4,186.0,1808.18,2.3,0.634,CB
2,4,10,22.0,519.25,2.3,0.7921,DA
1,1,1,120.0,1146.0,2.3,0.5223,DB
2,2,2,132.0,730.68,2.3,0.5481,DB
1,1,1,216.0,1248.48,2.3,0.6288,DB
2,2,4,208.0,1680.92,2.3,0.6373,CB
1,2,3,102.0,1394.22,2.3,0.6195,DB
1,1,1,600.0,6654.0,260.0,0.2171,FB
1,1,1,1500.0,7875.0,260.0,0.5289,AB
2,2,3,462.0,3124.74,60.0,0.6025,BB
3,5,7,191.0,1440.21,2.3,0.6253,DA
1,1,1,8.0,509.92,2.3,0.6112,DB
2,3,3,124.0,1093.64,2.3,0.5820000000000001,DB
1,1,2,312.0,2113.2,2.3,0.5817,CB
1,1,1,430.0,5977.0,60.0,0.7662,AB
1,1,1,48.0,567.84,2.3,0.7331,DB
1,1,1,1033.0,5464.57,60.0,0.4365,EB
1,1,1,132.0,2052.6,2.3,0.7589,CB
1,3,6,6278.0,31823.22,1280.0,0.5513,AB
1,2,2,168.0,1729.92,2.3,0.2024,FB
1,1,2,46.0,500.0,2.3,0.8851,DB
1,2,2,16.0,520.0,2.3,0.8492,DB
1,1,1,6.0,215.31,2.3,0.8535,DB
1,2,2,18.0,720.0,2.3,0.8867,DB
1,1,1,300.0,1500.0,2.3,0.6007,CB
2,2,2,300.0,1519.2,2.3,0.5922,CB
1,2,2,304.0,1667.36,2.3,0.573,CB
1,2,2,270.0,2084.7,2.3,0.5875,CB
2,2,2,252.0,1984.08,2.3,0.6362,CB
2,3,3,23.0,426.0,2.3,0.5321,DB
1,1,1,6.0,1792.38,2.3,0.527,CB
1,3,6,267.0,2005.14,2.3,0.6136,CB
1,5,8,244.0,2271.78,2.3,0.6738,CB
1,3,3,337.0,2068.45,2.3,0.6779,CB
1,1,1,4967.0,26275.43,1280.0,0.3988,EB
3,3,4,711.0,8642.7,260.0,0.7117,AB
1,1,3,148.0,1583.48,2.3,0.5327,CB
1,1,1,600.0,5322.0,60.0,0.4766,EB
2,3,4,99.0,1155.72,2.3,0.7233,DB
1,1,1,1344.0,11921.28,260.0,0.466,EB
1,1,1,250.0,3240.0,60.0,0.6329,BB
1,2,3,222.0,1933.5,2.3,0.5674,CB
1,2,3,86.0,871.2,2.3,0.6512,DB
4,3,5,82.0,626.68,2.3,0.5041,DA
2,2,2,708.0,3678.48,60.0,0.4752,EB
1,1,1,600.0,4182.0,60.0,0.5305,BB
1,1,1,200.0,2692.0,60.0,0.6421,BB
1,2,2,194.0,1470.24,2.3,0.6454,DB
1,1,2,200.0,2376.5,2.3,0.6435,CB
1,1,4,1024.0,7661.64,260.0,0.4979,EB
1,2,2,84.0,1242.72,2.3,0.7526,DB
1,1,8,144.0,1771.92,2.3,0.3638,EB
1,5,8,552.0,3917.64,60.0,0.3838,EB
1,3,6,448.0,3853.16,60.0,0.5766,BB
1,3,6,448.0,3853.16,60.0,0.5766,BB
1,1,1,852.0,5938.44,60.0,0.5348,AB
1,1,2,162.0,3083.76,60.0,0.6306,BB
1,1,1,8000.0,2800.0,60.0,0.4267,EB
1,1,1,336.0,1542.24,2.3,0.555,CB
4,4,6,64.0,763.36,2.3,0.5923,DA
1,3,6,264.0,3315.86,60.0,0.6115,BB
2,4,4,25.0,318.48,2.3,0.6556,DB
1,1,2,600.0,3356.4,60.0,0.5537,BB
1,1,1,50.0,548.5,2.3,0.5507,DB
2,1,2,3.0,51.68,2.3,0.584,DB
4,3,5,89.0,963.49,2.3,0.5525,DA
4,4,5,123.0,1351.9,2.3,0.5491,DA
1,3,6,448.0,3853.16,60.0,0.5766,BB
3,4,6,73.0,773.37,2.3,0.6551,DA
5,3,6,155.0,1658.53,2.3,0.6172,CA
5,5,8,49.0,376.33,2.3,0.6894,DA
3,4,6,31.0,396.82,2.3,0.6592,DA
1,1,3,266.0,3614.98,60.0,0.5821,BB
1,1,3,258.0,2682.0,60.0,0.5983,BB
2,8,14,661.0,5375.65,60.0,0.344,EB
1,3,4,152.0,3019.32,60.0,0.6296,BB
1,2,6,132.0,1874.34,2.3,0.6438,CB
1,1,1,4800.0,12960.0,260.0,0.5082,AB
5,7,11,37.0,322.22,2.3,0.7297,DA
1,1,1,2256.0,5865.6,60.0,0.4999,EB
1,2,2,1500.0,5562.0,60.0,0.4991,EB
2,2,3,20.0,401.74,2.3,0.7599,DB
5,7,10,112.0,1326.04,2.3,0.6328,DA
1,1,1,300.0,1350.0,2.3,0.5834,DB
1,1,1,504.0,3512.88,60.0,0.5278,BB
1,1,1,1704.0,10258.08,260.0,0.4215,EB
1,1,2,3600.0,7560.0,260.0,0.4807,EB
1,1,1,12.0,2832.72,60.0,0.6127,BB
1,1,6,1440.0,3628.8,60.0,0.8141,BB
1,2,5,174.0,2420.52,2.3,0.6269,CB
1,1,1,8.0,892.0,2.3,0.7003,DB
1,1,3,250.0,3573.5,60.0,0.6896,BB
1,1,2,1608.0,3362.4,60.0,0.5098,BB
1,1,1,216.0,1576.8,2.3,0.564,CB
1,1,2,104.0,1559.92,2.3,0.624,CB
2,2,2,968.0,3298.96,60.0,0.5459,BB
1,1,4,156.0,1581.12,2.3,0.6437,CB
2,2,3,2016.0,14425.44,260.0,0.5637,AB
1,1,2,1080.0,2865.6,60.0,0.5087,BB
1,1,2,816.0,2015.52,2.3,0.5608,CB
2,2,4,750.0,3151.5,60.0,0.5607,BB
3,4,5,80.0,686.84,2.3,0.5493,DA
1,1,2,31.0,550.0,2.3,0.9012,DB
1,1,1,2.0,66.68,2.3,0.5894,DB
1,1,4,312.0,7285.96,260.0,0.6142,AB
2,1,2,338.0,1961.1,2.3,0.5902,CB
5,7,10,112.0,1326.04,2.3,0.6328,DA
1,1,1,1032.0,6212.64,60.0,0.4372,EB
3,3,4,46.0,579.71,2.3,0.6284,DB
1,2,3,72.0,1680.0,2.3,0.8877,CB
5,7,16,348.0,3174.36,60.0,0.5545,BA
3,4,5,2040.0,1666.08,2.3,0.5738,CA
1,1,2,2520.0,6350.4,60.0,0.5155,AB
2,2,2,1508.0,4971.6,60.0,0.4984,EB
4,4,6,54.0,384.03,2.3,0.5459,DA
3,2,3,52.0,346.0,2.3,0.5,DB
2,3,3,28.0,384.76,2.3,0.6196,DB
4,5,7,51.0,413.91,2.3,0.5699,DA
1,1,1,864.0,5201.28,60.0,0.4353,EB
3,6,14,1278.0,19881.6,260.0,0.762,AA
1,2,3,124.0,1562.2,2.3,0.601,CB
1,1,1,250.0,1922.5,2.3,0.5633,CB
1,3,4,148.0,1502.82,2.3,0.6814,CB
4,5,6,136.0,1521.86,2.3,0.6128,CA
4,4,7,27.0,320.48,2.3,0.6615,DA
3,2,4,48.0,349.2,2.3,0.505,DB
1,1,1,132.0,4275.48,60.0,0.4548,EB
1,1,1,480.0,15547.2,260.0,0.4522,EB
2,3,3,23.0,252.31,2.3,0.7207,DB
2,2,10,13976.0,84601.28,1280.0,0.5532,AB
1,1,1,984.0,5923.68,60.0,0.4367,EB
1,1,1,48.0,1554.72,2.3,0.4674,EB
1,1,1,456.0,14769.84,260.0,0.4513,EB
3,2,3,32.0,364.6,2.3,0.5365,DB
5,7,13,114.0,1110.82,2.3,0.6515,DA
3,2,4,1694.0,4509.74,60.0,0.5642,BB
1,1,1,240.0,4188.0,60.0,0.2474,FB
4,3,4,36.0,309.6,2.3,0.614,DB
1,1,1,120.0,2094.0,2.3,0.2606,FB
1,2,5,11500.0,3805.0,60.0,0.3864,EB
3,3,4,34.0,319.25,2.3,0.7417,DB
1,1,1,1032.0,6212.64,60.0,0.4372,EB
2,2,2,1108.0,3347.4,60.0,0.5298,BB
4,5,6,25.0,295.15,2.3,0.7171,DA
4,5,9,24.0,292.18,2.3,0.7272,DA
1,1,1,200.0,2194.0,2.3,0.5872,CB
2,2,3,976.0,2366.4,2.3,0.5378,CB
3,3,4,45.0,478.56,2.3,0.5863,DB
1,1,1,20000.0,4600.0,60.0,0.3515,EB
1,1,4,56.0,1526.48,2.3,0.6465,CB
3,2,4,42.0,385.68,2.3,0.5793,DB
1,1,1,350.0,2691.5,60.0,0.5422,BB
1,1,1,768.0,4623.36,60.0,0.4339,EB
1,1,1,2016.0,5443.2,60.0,0.5173,AB
2,2,3,256.0,1555.56,2.3,0.5769,CB
1,2,2,328.0,2175.0,2.3,0.5763,CB
2,3,5,27.0,345.04,2.3,0.81,DA
2,2,3,732.0,2044.8,2.3,0.6071,CB
1,3,3,960.0,6713.4,260.0,0.5619,AB
2,1,3,242.0,1492.46,2.3,0.5758,DB
4,4,7,50.0,580.5,2.3,0.6844,DA
1,1,1,384.0,1036.8,2.3,0.5261,DB
1,1,2,924.0,9530.88,260.0,0.2692,FB
1,1,1,912.0,5490.24,60.0,0.4359,EB
1,2,4,172.0,1350.94,2.3,0.6144,DB
3,3,4,1020.0,3888.0,60.0,0.5131,BB
1,1,2,444.0,8292.36,260.0,0.3784,EB
1,1,2,1440.0,2904.0,60.0,0.5067,BB
2,2,3,4396.0,4088.36,60.0,0.5396,BB
2,2,3,32.0,1944.36,2.3,0.655,CB
1,3,5,212.0,2146.8,2.3,0.6493,CB
1,1,2,600.0,2448.0,2.3,0.564,CB
1,1,2,2496.0,5832.0,60.0,0.5128,AB
2,3,7,23008.0,7428.0,260.0,0.3675,EB
1,1,1,1680.0,10113.6,260.0,0.4212,EB
2,2,3,288.0,1731.6,2.3,0.5269,CB
1,1,3,1188.0,3266.52,60.0,0.5313,BB
1,1,2,312.0,1524.0,2.3,0.5961,CB
1,2,2,13.0,450.0,2.3,0.8604,DB
2,2,3,544.0,1526.72,2.3,0.5557,CB
3,7,15,71.0,1114.8,2.3,0.7553,DA
2,3,6,1316.0,7358.34,260.0,0.5419,AA
3,12,26,286.0,2637.68,2.3,0.6711,BA
1,1,2,1008.0,2303.28,2.3,0.5271,CB
1,2,2,1700.0,12673.0,260.0,0.6268,AB
1,1,1,216.0,1300.32,2.3,0.4451,EA
1,3,4,168.0,917.28,2.3,0.644,DB
3,12,25,276.0,2616.12,2.3,0.6811,BA
2,2,2,3600.0,18792.0,260.0,0.5896,AB
1,1,1,420.0,1596.0,2.3,0.6039,CB
3,12,27,292.0,2637.62,2.3,0.6846,BA
2,3,3,8100.0,25010.0,1280.0,0.4419,EB
1,5,9,264.0,2659.06,2.3,0.6777,BB
3,12,25,276.0,2602.38,2.3,0.6817,BA
1,1,2,20400.0,43032.0,1280.0,0.4643,EB
1,5,8,256.0,2558.34,2.3,0.6845,BB
1,1,1,600.0,3612.0,60.0,0.4303,EB
3,3,4,35.0,324.4,2.3,0.6704,DB
1,1,1,100.0,810.0,2.3,0.6158,DB
1,1,1,250.0,2025.0,2.3,0.6175,CB
4,4,4,40.0,331.5,2.3,0.6861,DB
1,1,1,5232.0,23544.0,1280.0,0.4563,EB
2,2,9,662.0,8717.88,260.0,0.5972,AB
2,1,9,238.0,3039.58,60.0,0.6106,BB
3,11,26,294.0,2704.38,60.0,0.6688,BA
1,1,2,20400.0,43032.0,1280.0,0.4643,EB
2,2,2,558.0,1817.4,2.3,0.5247,CB
1,1,1,312.0,1878.24,2.3,0.4457,EB
1,1,2,7680.0,17496.0,260.0,0.5067,AB
2,2,11,562.0,6674.48,260.0,0.627,AB
3,11,25,276.0,2611.38,2.3,0.6890000000000001,BA
1,1,1,144.0,1527.84,2.3,0.5598,CB
2,2,5,94128.0,12415.68,260.0,0.4588,EB
1,1,4,1644.0,11069.52,260.0,0.2103,FB
1,3,3,156.0,1499.64,2.3,0.6013,DB
2,2,2,420.0,1596.24,2.3,0.64,CB
2,2,4,2640.0,13005.6,260.0,0.5507,AB
3,6,25,612.0,5134.8,60.0,0.5943,AA
1,1,1,1200.0,7224.0,260.0,0.4109,EB
2,3,5,304.0,4380.18,60.0,0.6148,BA
1,1,1,32.0,2174.08,2.3,0.6355,CB
1,1,1,200.0,1854.0,2.3,0.6375,CB
1,1,2,2112.0,5162.4,60.0,0.5141,AB
1,1,1,240.0,1658.4,2.3,0.2221,FB
1,1,2,1200.0,2700.0,60.0,0.4985,EB
2,2,3,192.0,1164.24,2.3,0.5721,DB
1,1,3,1620.0,7241.4,260.0,0.565,AB
1,1,2,480.0,2772.0,60.0,0.6152,BB
1,1,2,90.0,2789.5,60.0,0.584,BB
1,1,1,1200.0,7224.0,260.0,0.4109,EB
1,3,3,256.0,1805.68,2.3,0.6698,CB
1,1,1,120.0,1308.0,2.3,0.5712,DB
1,1,1,36.0,428.4,2.3,0.6035,DB
1,2,7,576.0,5228.04,60.0,0.2983,FB
1,1,1,36.0,392.4,2.3,0.5671,DB
1,1,1,412.0,5335.4,60.0,0.6293,AB
1,1,1,360.0,1069.2,2.3,0.5716,DB
1,1,2,672.0,1641.6,2.3,0.5243,CB
1,1,1,4000.0,18000.0,260.0,0.4745,EB
1,1,2,490.0,4566.0,60.0,0.5234,BB
1,1,1,7.0,2324.14,2.3,0.6458,CB
1,1,1,1200.0,7224.0,260.0,0.4109,EB
1,4,12,5286.0,37580.18,1280.0,0.5458,AB
1,1,1,1008.0,5029.92,60.0,0.5468,AB
1,1,2,360.0,2606.4,2.3,0.6179,BB
1,2,2,2.0,41.3,2.3,0.5605,DB
3,12,25,282.0,2580.6,2.3,0.688,BA
2,2,3,300.0,1254.24,2.3,0.5402,DB
1,1,1,150.0,2617.5,2.3,0.2608,FB
1,1,3,276.0,1757.4,2.3,0.52,CB
2,1,2,600.0,3807.0,60.0,0.5673,BB
2,2,2,432.0,1575.12,2.3,0.6583,CB
1,1,1,912.0,5490.24,60.0,0.4359,EB
2,3,4,576.0,3655.8,60.0,0.6167,BB
1,1,1,240.0,7773.6,260.0,0.4354,EB
1,1,2,180.0,1417.2,2.3,0.5726,DB
1,2,3,68.0,1461.36,2.3,0.6449,DB
1,2,3,3031.0,17846.14,260.0,0.5673,AB
2,1,2,134.0,901.3,2.3,0.6065,DB
2,2,3,336.0,2682.84,60.0,0.5167,BB
1,1,1,600.0,4980.0,60.0,0.7536,BB
1,7,7,7.0,44.29,2.3,0.4294,EA
1,2,3,284.0,3604.48,60.0,0.6073,BB
1,1,1,720.0,4334.4,60.0,0.433,EB
1,1,1,52.0,3469.96,60.0,0.6227,BB
1,2,3,132.0,2295.6,2.3,0.6285,CB
1,2,4,155.0,2006.56,2.3,0.6383,CB
2,1,2,650.0,4364.0,60.0,0.5941,BB
1,1,2,120.0,2935.0,60.0,0.5969,BB
2,5,9,576.0,4655.28,60.0,0.4259,EB
1,2,2,12.0,533.01,2.3,0.8965,DB
2,4,4,4.0,33.46,2.3,0.5995,DB
1,1,2,300.0,2205.96,2.3,0.499,EB
1,1,1,10.0,300.0,2.3,0.8299,DB
1,1,1,720.0,4334.4,60.0,0.433,EB
2,2,4,200.0,1904.06,2.3,0.6214,CB
1,2,3,3404.0,22968.36,1280.0,0.5141,AB
2,2,3,180.0,1489.2,2.3,-0.6721,FA
1,1,2,1440.0,5824.8,60.0,0.5509,AB
1,1,1,240.0,712.8,2.3,0.5702,DB
1,2,2,156.0,1058.88,2.3,0.6494,DB
4,6,22,165.0,2764.2,60.0,0.7474,BA
4,5,14,11880.0,43700.4,1280.0,0.5482,AA
1,1,1,300.0,1317.0,2.3,0.5312,DB
2,2,6,212.0,2047.16,2.3,0.6412,CB
1,1,1,600.0,3612.0,60.0,0.4303,EB
1,1,1,5142.0,16480.11,260.0,0.3894,EB
1,5,16,2112.0,19645.68,260.0,0.374,EB
2,2,3,70.0,1210.6,2.3,0.6393,DB
2,2,2,924.0,4752.6,60.0,0.5922,BB
2,3,5,156.0,1596.6,2.3,0.6017,CA
1,2,3,130.0,1107.3,2.3,0.5556,DB
1,1,2,1320.0,3024.0,60.0,0.5018,BB
1,1,1,216.0,1533.6,2.3,0.6361,CB
3,5,9,412.0,3858.36,60.0,0.5820000000000001,BA
1,2,5,132.0,1969.22,2.3,0.6544,CB
1,1,1,504.0,3034.08,60.0,0.4271,EB
1,1,2,408.0,2537.76,2.3,0.5553,BB
1,1,1,144.0,1546.56,2.3,0.5744,CB
1,2,3,552.0,1752.72,2.3,0.6066,CB
1,3,4,282.0,3210.6,60.0,0.6044,BB
2,2,3,4312.0,14295.6,260.0,0.4805,EB
1,4,9,442.0,4999.22,60.0,0.615,BB
1,1,2,36.0,430.8,2.3,0.6187,DB
1,2,3,124.0,1283.04,2.3,0.6527,DB
1,2,2,264.0,1704.0,2.3,0.6571,CB
3,11,24,256.0,2376.5,2.3,0.68,CA
1,1,1,408.0,2456.16,2.3,0.4459,EB
2,3,4,72.0,967.04,2.3,0.5703,DB
1,1,2,1800.0,4320.0,60.0,0.5105,BB
1,2,3,66.0,1500.0,2.3,0.8625,CB
1,2,2,28.0,900.0,2.3,0.8490000000000001,DB
1,1,1,300.0,2151.0,2.3,0.5361,CB
2,3,5,68.0,1925.08,2.3,0.6675,CA
1,1,1,3000.0,5400.0,60.0,0.4941,EB
1,2,2,300.0,1758.0,2.3,0.4836,EB
1,1,1,576.0,1555.2,2.3,0.5293,CB
1,1,1,30000.0,135000.0,1280.0,0.4795,EB
1,1,1,312.0,1878.24,2.3,0.4457,EB
2,1,4,118.0,2380.66,2.3,0.6541,CB
1,3,5,86.0,1771.56,2.3,0.643,CB
1,3,4,99.0,1559.28,2.3,0.624,CB
1,1,1,300.0,1560.0,2.3,0.5751,CB
1,1,3,360.0,2964.0,60.0,0.5911,BB
2,2,2,174.0,1358.52,2.3,0.5993,DB
1,1,1,336.0,1542.24,2.3,0.5518,CB
2,1,2,1524.0,15762.96,260.0,0.6508,AB
2,1,2,37.0,340.4,2.3,0.5291,DB
