N_LINHA,N_CATEGORIA,N_PRODUTO,QTD_ITEM,V_VENDA,V_CUSTO_VENDA,V_PERC_MARGEM_T,CLASSIFICACAO
1,1,1,20000.0,5800.0,60.0,0.5546,AB
1,1,3,14.0,2016.44,2.3,0.5726,CB
1,1,1,20.0,1757.8,2.3,0.6026,CB
2,1,2,216.0,1953.72,2.3,0.5148,CB
2,1,23,81.0,457.11,2.3,-0.1714,FA
1,3,4,276.0,1813.32,2.3,0.6389,CB
1,1,1,1008.0,5171.04,60.0,0.4273,EB
2,8,14,498.0,3178.26,60.0,0.389,EB
1,2,5,216.0,2095.2,2.3,0.3206,EB
1,1,1,48.0,4426.56,60.0,0.4968,EB
1,1,2,1704.0,4144.8,60.0,0.4658,EB
1,1,1,150.0,1249.5,2.3,0.6525,DB
1,2,5,870.0,7991.1,260.0,0.5964,AB
2,3,6,348.0,3568.8,60.0,0.5977,BA
1,1,2,408.0,786.24,2.3,0.5027,DB
2,3,3,9.0,209.64,2.3,0.7578,DB
1,1,1,30.0,343.43,2.3,0.8949,DB
4,4,5,73.0,563.42,2.3,0.9153,DA
4,6,10,48.0,357.16,2.3,0.8533,DA
1,3,5,450.0,2825.1,60.0,0.5252,BB
1,3,3,136.0,1507.16,2.3,0.5695,CB
1,1,5,336.0,6196.48,60.0,0.6843,AB
1,1,1,1008.0,4989.6,60.0,0.5455,BB
2,2,3,156.0,788.88,2.3,0.6167,DB
1,1,1,576.0,6007.68,60.0,0.5981,AB
1,1,1,180.0,1596.6,2.3,0.5395,CB
3,4,11,213.0,6334.9,60.0,0.6795,AA
1,3,5,142.0,1621.32,2.3,0.6098,CB
1,5,11,986.0,8163.54,260.0,0.6144,AB
1,1,1,192.0,1559.04,2.3,0.602,CB
2,3,5,92.0,2596.32,2.3,0.6499,BA
2,1,4,900.0,7238.4,260.0,0.5632,AB
1,1,1,400.0,2196.0,2.3,0.6579,CB
2,3,7,920.0,5453.46,60.0,0.5609,AA
1,1,1,80.0,8733.6,260.0,0.5692,AB
2,1,3,410.0,3678.0,60.0,0.6089,BB
1,1,2,254.0,3190.24,60.0,0.5652,BB
1,1,2,4368.0,11040.0,260.0,0.41700000000000004,EB
1,2,2,36.0,600.0,2.3,0.8544,DB
3,5,7,32.0,614.96,2.3,0.7134,DA
1,1,2,2232.0,5062.8,60.0,0.4585,EB
1,3,12,34.0,902.32,2.3,0.7896,DB
1,2,4,216.0,2046.72,2.3,0.4873,EB
1,2,3,156.0,1591.92,2.3,0.47700000000000004,EB
1,1,2,768.0,2064.96,2.3,0.5323,CB
2,4,10,1152.0,9511.56,260.0,0.5407,AA
2,2,2,44.0,2347.44,2.3,0.6398,CB
2,3,7,461.0,4616.43,60.0,0.6003,BA
2,3,8,248.0,2424.8,2.3,0.6346,CA
2,3,5,332.0,2479.12,2.3,0.5529,CA
2,2,3,2401.0,5189.25,60.0,0.4755,EB
1,2,2,340.0,2576.0,2.3,0.6422,BB
2,3,10,182.0,5884.7,60.0,0.6258,AA
1,2,5,166.0,1932.8,2.3,0.5829,CB
2,2,4,1788.0,7413.24,260.0,0.5136,AB
1,1,2,832.0,4287.36,60.0,0.5502,BB
2,2,2,564.0,3701.52,60.0,0.5275,BB
4,4,7,39.0,223.1,2.3,0.7003,DA
1,3,3,194.0,1597.74,2.3,0.6014,CB
1,2,3,144.0,1715.52,2.3,0.6689,CB
1,1,4,800.0,8441.6,260.0,0.5817,AB
2,8,12,438.0,3383.16,60.0,0.4727,EB
2,2,2,2.0,15.0,2.3,0.2013,FA
1,1,4,5.0,62.59,2.3,-0.0211,FA
1,8,11,384.0,2919.6,60.0,0.08900000000000001,FB
1,1,3,1392.0,10030.08,260.0,0.3009,EB
3,2,5,20.0,261.25,2.3,0.7484,DB
4,9,23,4512.0,27820.68,1280.0,0.4043,EB
2,3,5,156.0,1625.16,2.3,0.6057,CA
1,2,3,13.0,389.87,2.3,0.6875,DB
6,7,15,36.0,435.12,2.3,0.6741,DA
1,1,2,288.0,2968.32,60.0,0.4049,EB
1,1,4,732.0,7987.44,260.0,0.3933,EB
4,6,11,27.0,300.97,2.3,0.782,DA
6,8,14,61.0,928.24,2.3,0.6459999999999999,DA
3,2,10,2760.0,24527.04,1280.0,0.5367,AB
1,1,2,456.0,4026.48,60.0,0.3116,EB
1,1,2,1776.0,37808.64,1280.0,0.4563,EB
1,1,5,2040.0,30092.88,1280.0,0.4504,EB
2,2,4,274.0,3408.16,60.0,0.6705,BB
1,1,3,5.0,27.99,2.3,-0.0611,FA
6,7,16,127.0,1399.0,2.3,0.6759,DA
2,4,12,32.0,532.78,2.3,0.7327,DA
1,1,2,3240.0,7356.0,260.0,0.4387,EB
5,7,11,50.0,347.16,2.3,0.6196,DA
4,6,12,23.0,264.36,2.3,0.7291,DA
1,1,2,600.0,6306.0,60.0,0.402,EB
2,3,4,162.0,1759.5,2.3,0.519,CB
3,3,7,30.0,300.91,2.3,0.5827,DA
1,1,1,12.0,274.8,2.3,0.8529,DB
1,1,2,72.0,676.8,2.3,0.5758,DB
1,2,2,194.0,1268.98,2.3,0.6401,DB
4,7,12,40.0,405.27,2.3,0.7449,DA
1,2,2,180.0,1329.6,2.3,0.424,EA
4,6,8,37.0,290.62,2.3,0.7272,DA
1,2,2,156.0,2321.94,2.3,0.6803,CB
3,4,10,79.0,774.78,2.3,0.6814,DA
4,6,10,28.0,246.6,2.3,0.7235,DA
1,3,5,636.0,5101.08,60.0,0.3183,EB
3,3,3,260.0,2996.8,60.0,0.6843,BB
5,7,10,52.0,440.59,2.3,0.6668,DA
1,1,4,540.0,6071.88,60.0,0.3971,EB
6,8,13,54.0,430.23,2.3,0.6725,DA
3,5,10,22.0,282.65,2.3,0.716,DA
4,6,16,70.0,1063.76,2.3,0.6709999999999999,DA
5,8,15,53.0,470.64,2.3,0.705,DA
1,1,1,144.0,983.52,2.3,0.5208,DB
1,1,1,408.0,2040.0,2.3,0.5608,CB
1,2,6,622.0,11296.68,260.0,0.6257,AB
1,3,3,102.0,855.48,2.3,0.2016,FA
6,8,19,81.0,814.04,2.3,0.6726,DA
5,6,9,43.0,390.4,2.3,0.6759999999999999,DA
3,3,6,30.0,371.55,2.3,0.5904,DA
1,1,1,240.0,1838.4,2.3,0.4433,EB
2,3,4,134.0,2401.06,2.3,0.5833,CB
1,2,3,86.0,1584.36,2.3,0.6952,CB
6,8,12,43.0,358.29,2.3,0.6592,DA
1,2,4,324.0,2912.4,60.0,0.6229,BB
1,1,1,16.0,1694.24,2.3,0.6189,CB
1,1,1,360.0,2653.2,2.3,0.5679,BB
1,2,3,96.0,956.16,2.3,0.3078,EA
1,1,2,8.0,591.6,2.3,0.652,DB
1,1,4,116.0,2277.6,2.3,0.6409,CB
4,5,8,25.0,324.48,2.3,0.8024,DA
1,1,1,150.0,1680.0,2.3,0.636,CB
1,1,3,170.0,2272.24,2.3,0.6369,CB
6,7,12,55.0,542.02,2.3,0.7129,DA
1,2,2,40.0,1027.72,2.3,0.7111,DB
1,1,5,132.0,4343.72,60.0,0.6473,BB
1,1,2,672.0,1500.0,2.3,0.4698,EB
1,5,6,132.0,2737.44,60.0,0.6525,BB
1,3,3,264.0,2266.08,2.3,0.2071,FB
4,5,8,39.0,359.4,2.3,0.675,DA
1,4,4,228.0,1517.88,2.3,0.4521,EB
2,2,8,500.0,8335.36,260.0,0.5759,AB
1,1,1,504.0,1506.96,2.3,0.5217,CB
1,3,6,50.0,1863.14,2.3,0.6169,CB
5,6,15,46.0,552.64,2.3,0.7447,DA
4,6,9,72.0,892.79,2.3,0.5922,DA
1,1,3,148.0,4515.84,60.0,0.6433,BB
1,9,24,1092.0,7270.8,260.0,0.4319,EB
1,2,6,144.0,2807.08,60.0,0.6193,BB
1,1,2,120.0,1528.2,2.3,0.5018,CB
5,7,17,72.0,901.5,2.3,0.7196,DA
1,2,3,170.0,1588.84,2.3,0.6107,CB
2,3,7,15.0,433.86,2.3,0.7535,DA
1,1,2,360.0,5040.0,60.0,0.7346,AB
2,1,3,1080.0,12708.0,260.0,0.5959,AB
1,1,1,16.0,1503.68,2.3,0.6766,CB
1,1,1,20.0,1756.6,2.3,0.6543,CB
1,1,1,1008.0,2993.76,60.0,0.5,BB
3,4,6,504.0,3543.24,60.0,0.4536,EB
2,2,2,4.0,19.92,2.3,0.4849,EA
1,2,8,223.0,2975.11,60.0,0.5525,BB
2,3,8,340.0,3837.52,60.0,0.6289,BA
4,6,9,27.0,298.34,2.3,0.7612,DA
1,3,8,264.0,2951.14,60.0,0.6721,BB
3,3,3,552.0,2411.76,2.3,0.5919,CB
1,1,3,44.0,4884.6,60.0,0.6019,BB
1,2,2,44.0,7142.36,260.0,0.5328,AB
1,3,4,118.0,1500.5,2.3,0.6639,CB
1,1,1,300.0,3177.0,60.0,0.5094,BB
1,1,4,112.0,2071.26,2.3,0.6734,CB
1,1,1,200.0,1934.0,2.3,0.6609999999999999,CB
1,2,6,2512.0,31168.84,1280.0,0.5243,AB
1,1,2,32.0,1706.52,2.3,0.6761,CB
1,2,3,58.0,1247.18,2.3,0.6629,DB
2,2,4,756.0,2577.6,2.3,0.5652,BB
3,3,10,11.0,76.76,2.3,0.2067,FA
1,1,4,3612.0,21375.96,1280.0,0.4478,EB
1,3,3,44.0,685.6,2.3,0.835,DB
1,1,1,5040.0,8618.4,260.0,0.5015,AB
1,3,5,162.0,1279.94,2.3,0.6484,DB
2,5,14,1236.0,9986.76,260.0,0.5382,AA
2,3,7,150.0,2136.54,2.3,0.5694,CA
1,2,4,194.0,3905.54,60.0,0.5983,BB
1,2,2,1032.0,5564.88,60.0,0.4356,EB
1,3,8,432.0,3653.52,60.0,0.3709,EB
2,2,3,264.0,1582.56,2.3,0.5904,CB
1,3,4,1312.0,5342.36,60.0,0.5469,AB
1,1,1,1100.0,5500.0,60.0,0.6276,AB
1,2,2,140.0,1617.28,2.3,0.5439,CB
1,1,1,250.0,2025.0,2.3,0.6373,CB
1,2,2,600.0,4959.0,60.0,0.6128,BB
2,2,2,2266.0,5397.36,60.0,0.5385,AB
3,9,29,318.0,4053.54,60.0,0.7031,BA
1,4,7,296.0,2567.8,2.3,0.575,BB
1,1,3,212.0,3753.42,60.0,0.6343,BB
1,1,4,254.0,3288.92,60.0,0.6706,BB
1,2,3,128.0,1602.4,2.3,0.6615,CB
1,1,1,240.0,1593.6,2.3,0.5009,CB
1,3,5,212.0,1638.72,2.3,0.6259,CB
3,9,13,174.0,1523.58,2.3,0.5675,CA
1,1,2,8.0,1306.52,2.3,0.6468,DB
1,1,3,700.0,6601.0,260.0,0.6004,AB
2,3,5,212.0,3012.84,60.0,0.5999,BA
2,4,6,10.0,50.87,2.3,0.3061,EA
1,1,1,8640.0,17193.6,260.0,0.3391,EB
1,1,1,100.0,17402.0,260.0,0.5271,AB
1,2,4,154.0,1963.46,2.3,0.7382,CB
3,3,4,5.0,119.47,2.3,0.6321,DB
1,2,2,552.0,3140.88,60.0,0.2934,FB
2,3,3,8.0,37.98,2.3,0.376,EA
1,3,4,186.0,1867.78,2.3,0.6286,CB
1,2,2,60.0,1000.0,2.3,0.8559,DB
2,2,2,294.0,2951.4,60.0,0.7668,BB
1,2,2,30.0,700.0,2.3,0.8424,DB
1,1,1,40.0,1200.0,2.3,0.8368,DB
2,2,2,240.0,1794.0,2.3,0.5413,CB
1,4,6,198.0,1632.14,2.3,0.5934,CB
1,1,2,54.0,1251.34,2.3,0.6785,DB
1,1,1,180.0,4138.2,60.0,0.8149,BB
1,4,4,82.0,795.98,2.3,0.6523,DB
3,3,30,59.0,293.62,2.3,-0.8118,FA
1,1,3,828.0,6925.56,260.0,0.557,AB
3,3,5,312.0,2167.68,2.3,0.626,CA
1,1,5,600.0,6524.4,60.0,0.3343,EB
3,5,9,684.0,5491.92,60.0,0.5114,AA
4,5,9,98.0,1539.34,2.3,0.7742,CA
2,3,10,600.0,6486.6,60.0,0.7068,AA
1,3,5,204.0,2217.5,2.3,0.6521,CB
2,5,6,158.0,1419.42,2.3,0.6637,DA
1,1,1,50.0,459.0,2.3,0.6392,DB
2,2,6,369.0,2724.85,60.0,0.5477,BB
1,1,1,600.0,4614.0,60.0,0.5622,BB
1,1,1,100.0,797.0,2.3,0.5873,DB
1,2,3,160.0,1513.4,2.3,0.6716,CB
1,2,5,152.0,1545.58,2.3,0.6554,CB
1,1,1,50.0,647.0,2.3,0.6879,DB
2,2,4,206.0,1969.14,2.3,0.6331,CB
1,1,3,136.0,3243.32,60.0,0.6161,BB
1,3,5,174.0,1638.5,2.3,0.6244,CB
1,1,1,120.0,594.0,2.3,0.5537,DB
1,1,1,12.0,2140.92,2.3,0.6673,CB
3,5,36,43.0,196.32,2.3,-0.4085,FA
1,1,1,1248.0,2233.92,2.3,0.5516,CB
1,1,1,600.0,1560.0,2.3,0.4531,EB
1,1,1,88.0,558.8,2.3,0.4852,EA
1,1,2,1800.0,7131.6,260.0,0.0214,FB
1,1,2,1440.0,3520.8,60.0,0.5292,BB
1,1,1,720.0,2239.2,2.3,-0.1862,FB
1,2,5,1478.0,14021.12,260.0,0.6116,AB
1,1,2,372.0,1517.76,2.3,0.5303,CB
1,1,1,600.0,2538.0,2.3,0.738,BB
1,1,1,6000.0,18660.0,260.0,-0.1991,FB
2,9,18,978.0,9550.2,260.0,0.5214,AA
1,1,2,7200.0,14376.0,260.0,0.4778,EB
5,6,15,65.0,847.48,2.3,0.6824,DA
1,1,1,1200.0,3084.0,60.0,0.4288,EB
3,4,15,19.0,132.88,2.3,0.031,FA
2,3,3,8.0,123.38,2.3,0.8334,DB
1,3,4,620.0,8937.0,260.0,0.5234,AB
3,2,4,13.0,159.2,2.3,0.0805,FA
1,1,2,10.0,1910.56,2.3,0.5509,CB
1,1,1,35.0,577.15,2.3,0.7582,DB
1,1,2,58.0,1035.74,2.3,0.6758,DB
2,3,7,216.0,1527.18,2.3,0.5865,CA
2,5,9,25.0,288.72,2.3,0.7462,DA
1,3,3,630.0,3907.2,60.0,0.4603,EB
1,2,5,1866.0,12203.34,260.0,0.4598,EB
1,4,8,166.0,1536.74,2.3,0.6471,CB
2,1,2,242.0,2101.76,2.3,0.6306,CB
1,1,3,4500.0,2250.0,2.3,0.5757,CB
1,1,3,58.0,1723.98,2.3,0.6605,CB
1,1,1,300.0,2070.0,2.3,0.4972,EB
2,6,13,278.0,3468.9,60.0,0.6321,BA
1,1,1,1083.0,3790.5,60.0,0.6738,BB
1,1,1,348.0,2376.84,2.3,0.5222,CB
1,2,2,90.0,2100.0,2.3,0.8745,CB
2,4,9,260.0,3111.16,60.0,0.6103,BA
1,2,2,30.0,700.0,2.3,0.8424,DB
1,2,3,3.0,29.7,2.3,-0.5057,FA
1,2,2,26.0,580.0,2.3,0.8792,DB
1,2,7,10.0,132.09,2.3,-0.5963,FA
2,3,10,410.0,5062.0,60.0,0.6563,AA
2,9,16,588.0,4906.44,60.0,0.3715,EB
1,2,4,1230.0,8697.9,260.0,0.5479,AB
1,2,2,1440.0,2877.6,60.0,0.2791,FB
2,2,2,132.0,839.4,2.3,0.573,DB
1,1,1,13350.0,2670.0,2.3,0.1313,FB
2,3,5,186.0,1730.4,2.3,0.5792,CA
1,1,1,5.0,25.0,2.3,0.0664,FA
1,1,1,120.0,948.0,2.3,0.5733,DB
1,1,1,2000.0,9000.0,260.0,0.5694,AB
2,2,2,2.0,10.0,2.3,0.27699999999999997,FA
3,5,12,276.0,2319.24,2.3,0.7059,CA
2,6,25,312.0,2958.96,60.0,0.3922,EB
1,1,8,15.0,190.86,2.3,-0.2431,FA
2,1,3,840.0,5446.2,60.0,0.5635,AB
1,7,14,510.0,4340.64,60.0,0.4866,EB
2,2,7,9.0,50.73,2.3,-0.5742,FA
1,2,7,90.0,2000.14,2.3,0.7072,CB
1,1,1,500.0,2250.0,2.3,0.5973,CB
1,4,7,208.0,2239.24,2.3,0.6898,CB
1,1,1,150.0,1536.0,2.3,0.6786,CB
1,1,1,804.0,4397.88,60.0,0.586,BB
2,3,3,60.0,484.8,2.3,0.7342,DB
1,1,1,88.0,10454.4,260.0,0.5799,AB
1,1,2,3.0,44.7,2.3,0.0678,FA
1,2,3,100.0,1544.0,2.3,0.6156,CB
2,2,2,18.0,346.2,2.3,0.8221,DB
1,2,4,572.0,3229.48,60.0,0.5437,BB
1,5,8,684.0,6621.84,260.0,0.2745,FB
2,2,2,216.0,1268.88,2.3,0.6302,DB
2,2,5,256.0,1724.98,2.3,0.6061,CB
1,4,7,260.0,3010.46,60.0,0.6295,BB
3,10,26,252.0,1690.02,2.3,0.4273,EB
2,2,9,40.0,767.66,2.3,0.8077,DB
1,2,4,180.0,1988.04,2.3,0.557,CB
1,2,4,2202.0,11783.58,260.0,0.5038,AB
2,2,4,564.0,4114.8,60.0,0.6293,BB
5,5,17,46.0,859.98,2.3,0.7822,DA
1,1,1,1.0,14.9,2.3,0.0886,FA
1,1,1,24.0,220.08,2.3,0.7609999999999999,DB
1,1,1,1.0,14.9,2.3,0.0886,FA
2,2,3,724.0,1702.8,2.3,0.5207,CB
1,1,1,600.0,1542.0,2.3,0.4468,EB
2,1,7,12.0,126.66,2.3,-0.305,FA
1,1,4,4.0,11.96,2.3,-1.0443,FA
1,1,1,3.0,23.97,2.3,-0.0363,FA
1,2,4,308.0,2529.4,2.3,0.5865,BB
1,1,1,2.0,15.98,2.3,-0.1395,FA
2,1,3,4.0,28.87,2.3,0.133,FA
1,1,2,1200.0,2964.0,60.0,0.5306,BB
1,1,2,44.0,1000.0,2.3,0.9034,DB
1,1,1,6000.0,10260.0,260.0,0.5063,AB
1,2,3,5.0,69.5,2.3,-0.3656,FA
1,2,9,21.0,263.1,2.3,-0.3233,FA
3,3,4,12.0,85.82,2.3,0.1214,FA
2,2,4,9.0,114.1,2.3,0.1044,FA
1,2,4,4.0,54.6,2.3,-0.3,FA
1,3,7,249.0,2140.6,2.3,0.5832,CB
4,4,10,1212.0,11531.88,260.0,0.6366,AA
2,2,2,4.0,50.69,2.3,0.1282,FA
1,5,13,636.0,5868.66,60.0,0.4996,EB
3,2,4,4.0,50.79,2.3,-0.2987,FA
2,2,9,10.0,107.27,2.3,-0.4217,FA
2,2,5,7.0,75.57,2.3,-0.1928,FA
2,2,6,8.0,85.48,2.3,-0.1332,FA
2,2,2,2.0,21.87,2.3,-0.0416,FA
2,2,2,4704.0,11391.84,260.0,0.5404,AB
1,2,7,9.0,134.2,2.3,-0.134,FA
1,2,3,270.0,1941.5,2.3,0.5766,CB
2,2,10,29.0,273.36,2.3,-0.3505,FA
2,2,20,674.0,2148.26,2.3,-0.6675,FB
1,1,2,2200.0,4622.0,60.0,0.4723,EB
2,5,7,188.0,2014.04,2.3,0.6847,CA
4,6,10,27.0,219.26,2.3,0.6896,DA
3,5,12,180.0,2061.12,2.3,0.6812,CA
1,1,1,240.0,1917.6,2.3,0.5912,CB
1,2,22,1971.0,9168.5,260.0,-0.2308,FB
1,2,3,334.0,4416.7,60.0,0.5269,BB
1,1,1,150.0,1162.5,2.3,0.6201,DB
1,1,3,852.0,4084.32,60.0,0.5079,BB
1,3,5,414.0,2527.48,2.3,0.5245,BB
1,1,3,63.0,1250.0,2.3,0.9022,DB
1,1,3,160.0,3171.6,60.0,0.6245,BB
1,1,2,78.0,1794.02,2.3,0.5852,CB
3,3,5,2274.0,25197.6,1280.0,0.287,FB
1,2,4,23.0,520.0,2.3,0.8857,DB
4,9,15,1056.0,6083.61,60.0,0.5798,AA
1,1,1,1008.0,4536.0,60.0,0.5001,BB
1,1,1,3721.0,9562.97,260.0,0.4211,EB
1,1,1,36.0,720.0,2.3,0.9,DB
1,2,4,203.0,2045.15,2.3,0.5805,CB
1,1,2,250.0,1845.5,2.3,0.5832,CB
2,2,2,197.0,2035.0,2.3,0.5538,CB
1,2,3,116.0,6349.92,60.0,0.5921,AB
3,4,34,156.0,1132.16,2.3,-0.42100000000000004,FA
1,3,3,518.0,3258.18,60.0,0.5588,BB
1,6,11,241.0,2914.95,60.0,0.6626,BB
1,2,5,136.0,1687.24,2.3,0.6394,CB
3,2,6,684.0,4458.0,60.0,0.6234,BB
1,1,1,24.0,118.8,2.3,0.5381,DB
1,1,1,600.0,2394.0,2.3,0.6094,CB
1,3,4,426.0,2668.08,2.3,0.574,BB
1,1,1,60.0,1105.2,2.3,0.785,DB
2,3,3,28.0,230.06,2.3,0.7088,DB
2,2,2,12.0,238.0,2.3,0.8068,DB
4,5,8,27.0,461.1,2.3,0.7679,DA
3,4,7,18.0,150.5,2.3,0.7299,DA
1,1,1,24.0,237.6,2.3,0.6518,DB
1,1,1,156.0,1065.48,2.3,0.521,DB
2,4,5,13.0,140.59,2.3,0.7604,DA
2,3,3,11.0,112.54,2.3,0.7133,DB
2,1,4,72.0,1510.0,2.3,0.6198,CB
2,2,3,304.0,1797.72,2.3,0.5245,CB
1,1,2,254.0,2521.46,2.3,0.5804,BB
1,1,2,2.0,20.0,2.3,0.1185,FA
1,4,7,330.0,2872.32,60.0,0.4964,EB
3,3,3,13.0,131.7,2.3,0.579,DB
1,1,1,12.0,263.88,2.3,0.5589,DB
1,1,1,10.0,329.9,2.3,0.6564,DB
1,1,4,228.0,3662.88,60.0,0.6108,BB
1,1,1,20.0,659.8,2.3,0.6599,DB
2,2,2,11.0,303.71,2.3,0.6513,DB
1,1,1,12.0,395.88,2.3,0.6576,DB
3,3,5,420.0,3020.4,60.0,0.4711,EB
1,4,7,202.0,2188.8,2.3,0.6492,CB
1,1,2,24.0,658.68,2.3,0.621,DB
1,1,1,60.0,570.0,2.3,0.6432,DB
1,1,1,150.0,1884.0,2.3,0.6754,CB
1,1,2,24.0,659.76,2.3,0.6216,DB
1,2,2,14.0,309.68,2.3,0.6036,DB
2,3,3,13.0,331.86,2.3,0.6898,DB
1,1,1,2000.0,9000.0,260.0,0.5694,AB
1,1,1,3000.0,15750.0,260.0,0.6392,AB
1,1,3,1824.0,4145.52,60.0,0.4572,EB
1,4,5,316.0,1917.08,2.3,0.5622,CB
1,1,1,600.0,1782.0,2.3,0.5283,CB
2,2,2,240.0,904.32,2.3,0.528,DB
1,1,2,4032.0,8628.48,260.0,0.4563,EB
2,2,3,5208.0,11244.0,260.0,0.4964,EB
1,1,2,1737.0,36041.43,1280.0,0.4531,EB
1,1,1,4800.0,8208.0,260.0,0.5,AB
1,1,2,4032.0,9192.96,260.0,0.4897,EB
3,3,6,23.0,329.89,2.3,0.6242,DA
1,1,4,224.0,3742.28,60.0,0.6155,BB
2,2,2,3496.0,10939.68,260.0,0.4923,EB
1,3,11,1092.0,13601.46,260.0,0.5196,AB
1,1,1,240.0,1862.4,2.3,0.6139,CB
1,3,3,60.0,245.64,2.3,0.5363,DB
1,1,1,1200.0,7068.0,260.0,0.294,FB
1,1,1,300.0,2088.0,2.3,0.5309,CB
1,2,4,174.0,2794.6,60.0,0.6522,BB
1,4,16,341.0,2595.53,2.3,0.3719,EB
1,1,1,312.0,1544.4,2.3,0.556,CB
1,1,2,1008.0,2509.92,2.3,0.5577,BB
1,1,3,212.0,3753.42,60.0,0.6342,BB
1,1,2,54.0,1582.32,2.3,0.6544,CB
1,1,1,204.0,1652.4,2.3,0.5965,CB
1,1,1,360.0,1656.0,2.3,0.5241,CB
1,1,1,3024.0,7801.92,260.0,0.4252,EB
1,1,1,55.0,514.25,2.3,0.6451,DB
1,2,3,224.0,1867.5,2.3,0.6297,CB
2,2,3,276.0,1557.12,2.3,0.5549,CB
1,3,5,396.0,4523.88,60.0,0.5784,BB
3,3,4,1348.0,1423.56,2.3,0.5651,DB
2,3,4,468.0,2484.6,2.3,0.5702,CB
1,1,1,100.0,1256.0,2.3,0.6748,DB
1,1,1,108.0,752.76,2.3,0.5296,DB
3,3,8,8.0,93.48,2.3,-0.3293,FA
1,1,2,62.0,1872.22,2.3,0.6992,CB
2,2,3,4392.0,10255.68,260.0,0.4857,EB
3,4,5,10.0,51.54,2.3,0.4717,EA
1,1,1,456.0,2508.0,2.3,0.6103,BB
2,2,3,5628.0,12688.8,260.0,0.4623,EB
2,1,2,690.0,4156.5,60.0,0.5829,BB
1,2,3,588.0,7798.56,260.0,0.2716,FB
2,3,5,224.0,1844.56,2.3,0.647,CA
1,3,3,24.0,471.04,2.3,0.6701,DB
1,1,1,144.0,1094.4,2.3,0.5693,DB
1,1,3,38.0,700.0,2.3,0.899,DB
1,1,3,244.0,4717.56,60.0,0.5701,BB
1,3,4,17.0,334.66,2.3,0.6101,DB
3,3,22,139.0,887.72,2.3,-0.1378,FA
1,1,1,540.0,3180.6,60.0,0.3119,EB
2,7,15,982.0,11460.22,260.0,0.5775,AA
1,2,3,26.0,700.0,2.3,0.8686,DB
1,1,1,9600.0,30832.0,1280.0,0.3332,EB
1,1,1,14544.0,31681.68,1280.0,0.2525,FB
1,1,1,663.0,11436.75,260.0,0.4262,EB
1,1,4,140.0,2230.48,2.3,0.6615,CB
1,1,1,8.0,1819.68,2.3,0.6245,CB
1,3,7,394.0,3071.4,60.0,0.5892,BB
1,2,4,464.0,2928.96,60.0,0.5545,BB
1,1,1,120.0,1470.0,2.3,0.5906,DB
1,2,3,14.0,304.38,2.3,0.5924,DB
2,3,4,192.0,1646.16,2.3,0.5737,CB
1,2,5,99.0,1615.42,2.3,0.6101,CB
1,1,1,1008.0,4536.0,60.0,0.5001,BB
1,3,3,16.0,331.67,2.3,0.6321,DB
2,1,2,182.0,1567.04,2.3,0.5968,CB
2,2,4,1308.0,4194.96,60.0,0.6307,BB
1,3,5,24.0,644.82,2.3,0.649,DB
1,2,3,290.0,1595.4,2.3,0.6305,CB
1,1,2,312.0,1796.4,2.3,0.5542,CB
1,1,2,537.0,11395.62,260.0,0.5036,AB
1,1,2,144.0,1438.56,2.3,0.4645,EA
1,2,2,15.0,464.58,2.3,0.6831,DB
1,1,1,24.0,527.76,2.3,0.5798,DB
1,1,1,6.0,2111.64,2.3,0.6888,CB
1,3,7,137.0,5619.41,60.0,0.6327,AB
1,3,3,16.0,317.06,2.3,0.607,DB
5,5,17,2770.0,32668.0,1280.0,0.6654,AA
1,1,1,2016.0,10140.48,260.0,0.4027,EB
1,2,3,552.0,3496.68,60.0,0.5276,BB
1,2,3,35.0,550.0,2.3,0.8757,DB
2,2,3,360.0,2000.16,2.3,0.5754,CB
1,1,1,16.0,1755.84,2.3,0.5998,CB
2,1,2,224.0,2449.92,2.3,0.5558,CB
1,2,4,34.0,580.0,2.3,0.8937,DB
1,2,3,15.0,328.32,2.3,0.6612,DB
1,2,4,580.0,3715.1,60.0,0.6091,BB
1,1,1,270.0,2114.1,2.3,0.7276,CB
1,3,5,17.0,302.85,2.3,0.6415,DB
1,3,6,516.0,5433.64,60.0,0.6416,AB
1,1,1,300.0,2391.0,2.3,0.5524,CB
1,1,1,360.0,3596.4,60.0,0.2228,FB
1,1,1,240.0,1416.0,2.3,0.6747,DB
2,2,3,588.0,3503.04,60.0,0.5892,BB
1,3,6,2128.0,14783.96,260.0,0.5953,AB
1,4,5,27.0,508.32,2.3,0.7092,DB
1,1,3,264.0,5734.76,60.0,0.6148,AB
1,2,2,25.0,600.0,2.3,0.8672,DB
3,3,3,234.0,2274.12,2.3,0.7583,CB
1,1,2,110.0,1500.0,2.3,0.8943,CB
1,2,3,75.0,1550.0,2.3,0.8752,CB
1,1,3,308.0,3576.92,60.0,0.5571,BB
2,1,2,5.0,64.6,2.3,0.2354,FA
1,2,4,36.0,1000.0,2.3,0.8901,DB
2,2,6,335.0,2916.29,60.0,0.6017,BB
1,3,4,80.0,1503.78,2.3,0.5494,CB
1,2,3,90.0,1900.0,2.3,0.8698,CB
1,2,2,154.0,1303.7,2.3,0.6433,DB
1,1,1,2500.0,11250.0,260.0,0.5752,AB
